customer_sk,customer_id,customer_name,customer_segment,marital_status,gender,dob,start_day,end_day,is_current
381,2052,Prof. Francis Kendall,Home Office,Single,Male,1991-02-05,0,,True
382,2058,Prof. Louise Webster Sharma,Corporate,Single,Female,1991-02-05,0,,True
383,2059,Professor. Nathan Newton,Corporate,Single,Female,1988-02-05,0,,True
384,2061,Prof. Marianne nan Carey,Corporate,Single,Female,1986-12-07,0,,True
385,2062,Mr. Alfred Singh,Corporate,Divorced,Male,1997-12-07,0,1.0,False
386,2062,Mr. Alfred Singh,Corporate,Remarried,Male,1997-12-07,1,2.0,False
387,2062,Mr. Alfred Singh,Corporate,Single,Male,1997-12-07,2,,True
388,2063,Prof. Todd D Norris,Corporate,Single,Female,1998-02-05,0,,True
389,2066,Professor. Claudia Webb,Corporate,Single,Female,1991-02-05,0,,True
390,2069,Doctor Elsie Boykin,Consumer,Single,Male,1992-02-05,0,,True
391,2070,Doctor. Kelly nan Collins,Corporate,Single,Female,1998-02-05,0,,True
392,2071,Dr. Victor nan Cherry,Corporate,Single,Female,1988-02-05,0,,True
393,2072,Professor Malcolm S Lanier,Corporate,Single,Female,1995-02-05,0,,True
394,2073,Prof. Evan nan Kelley,Consumer,Single,Male,1991-12-07,0,,True
395,2081,Professor Matthew Conway,Corporate,Single,Female,1990-02-05,0,,True
396,2089,Prof. Annie Odom,Corporate,Married,Female,1991-02-05,0,,True
397,2094,Professor Vernon Hirsch Singleton,Corporate,Single,Female,1995-12-07,0,,True
398,2097,Dr. Patsy Shea,Home Office,Single,Female,1987-02-05,0,,True
399,2098,Prof. Tracy Dyer,Home Office,Single,Female,1986-12-07,0,,True
400,2099,Professor. Nathan Fox,Home Office,Single,Female,1997-02-05,0,,True
401,2107,Doctor. Leigh Burnette Hurley,Corporate,Single,Female,1996-02-05,0,,True
402,2108,Mr. Alfred nan Barber,Corporate,Single,Male,1998-02-05,0,1.0,False
403,2108,Mr. Alfred nan BARBER,Corporate,Married,Male,1998-02-05,1,2.0,False
404,2108,Mr. Alfred nan Barber,Corporate,Divorced,Male,1998-02-05,2,,True
406,2114,Doctor Paige Mason,Corporate,Single,Female,1998-02-05,0,,True
407,2115,Dr. Jeffrey Lloyd,Corporate,Single,Male,1991-12-07,0,,True
408,2117,Professor Jack nan Hatcher,Home Office,Single,Male,1992-02-05,0,,True
410,2122,Prof. Carolyn Fisher,Consumer,Single,Male,1990-02-06,0,,True
411,2124,Professor. Paige Powers,Corporate,Single,Female,1986-12-07,0,,True
412,2127,Prof. Joyce nan Kern,Home Office,Single,Female,1989-02-05,0,,True
413,2131,Doctor. Mary nan Hewitt,Home Office,Single,Female,1995-12-07,0,,True
414,2132,Dr. Philip nan Hawkins,Home Office,Single,Female,1988-02-05,0,,True
415,2135,Dr. Melvin Kendall,Home Office,Single,Female,1997-02-05,0,,True
416,2137,Doctor Crystal Crabtree,Corporate,Single,Male,1991-02-06,0,,True
417,2139,Professor Jon nan Kendall,Corporate,Single,Female,1989-02-05,0,,True
418,2141,Doctor. Molly Webster,Home Office,Single,Female,1996-02-05,0,,True
419,2143,Dr. Lester Sawyer,Home Office,Single,Female,1988-02-05,0,,True
420,2145,Prof. Kerry Hardy,Corporate,Single,Female,1996-12-07,0,,True
421,2146,Professor. Courtney Boyd,Corporate,Single,Male,1992-02-07,0,,True
422,2151,Prof. Melinda nan Rogers,Corporate,Single,Female,1989-02-05,0,,True
423,2157,Doctor. Tom Hoyle Honeycutt,Home Office,Single,Female,1989-12-07,0,,True
424,2159,Dr. Wesley nan Field,Corporate,Single,Female,1988-02-05,0,,True
425,2162,Doctor. Brenda Jain,Corporate,Single,Male,1990-02-05,0,,True
426,2164,Prof. Harry Sellers,Small Business,Single,Male,1990-02-05,0,,True
427,2165,Dr. Melanie Knight,Small Business,Single,Female,1986-02-05,0,,True
428,2178,Professor Judy Hall,Small Business,Single,Female,1997-02-05,0,,True
429,2183,Doctor Sheryl Reese,Home Office,Single,Female,1991-02-05,0,,True
430,2187,Professor Joanne nan Spivey,Corporate,Single,Female,1990-02-05,0,,True
431,2189,Prof. Frank Cross,Corporate,Single,Male,1989-02-05,0,,True
433,2190,Prof. Marvin nan Patrick,Home Office,Single,Female,1992-02-05,0,,True
434,2193,Dr. Donald Melton,Home Office,Single,Male,1990-02-05,0,,True
435,2196,Doctor. Gene Heath Cross,Small Business,Single,Male,1993-02-05,0,,True
436,2197,Dr. Karen O'Donnell,Small Business,Single,Female,1993-12-07,0,,True
437,2198,Professor Lester Woodward Maynard,Small Business,Single,Female,1990-02-05,0,,True
439,2201,Doctor. David nan Hoyle,Small Business,Single,Male,1989-12-09,0,,True
440,2202,Dr. Laurie nan Howe,Home Office,Single,Female,1998-02-05,0,,True
441,2203,Professor Eddie nan Walker,Home Office,Single,Male,1993-02-05,0,,True
442,2204,Prof. Oscar nan Ford,Consumer,Single,Female,1989-12-07,0,,True
443,2206,Doctor. Bobby nan Powell,Consumer,Single,Male,1990-02-05,0,,True
444,2209,Prof. Sharon Thomas,Home Office,Single,Female,1990-02-05,0,,True
445,2211,Prof. Anita Hahn,Home Office,Married,Female,1991-02-06,0,,True
446,2212,Doctor. Stacy Chang,Home Office,Single,Female,1996-02-05,0,,True
447,2215,Dr. Christopher High,Corporate,Single,Female,1991-02-11,0,,True
448,2216,Professor Clara Kaplan,Corporate,Single,Female,1990-02-05,0,,True
449,2220,Professor. Jennifer Stanton,Consumer,Single,Male,1992-12-07,0,,True
450,2225,Professor Sean McKenna,Small Business,Single,Female,1994-12-07,0,,True
451,2240,Doctor Maurice Kelly,Corporate,Single,Female,1986-02-05,0,,True
452,2250,Prof. Alvin Hoover,Home Office,Married,Male,1994-12-07,0,,True
453,2254,Dr. Jeff Meadows,Corporate,Single,Male,1992-02-05,0,,True
454,2256,Prof. Lloyd Levin,Corporate,Single,Female,1995-12-07,0,,True
455,2257,Professor. Bernard Thompson,Corporate,Single,Male,1995-02-08,0,,True
456,2258,Doctor Nicole Pope,Corporate,Single,Female,1999-02-05,0,,True
457,2260,Dr. Geoffrey H Wong,Corporate,Single,Male,1992-02-05,0,,True
458,2265,Dr. James nan Davenport,Corporate,Single,Male,1993-02-05,0,,True
459,2266,Professor Brandon nan Beach,Corporate,Single,Male,1990-02-05,0,,True
460,2268,Prof. Carlos Adkins,Small Business,Single,Male,1989-12-09,0,,True
461,2270,Professor. Kristine Holden,Small Business,Single,Female,1996-02-05,0,,True
462,2272,Prof. Brett nan Ingram,Corporate,Single,Male,1990-02-08,0,,True
463,2273,Doctor. Debra nan Block,Corporate,Single,Male,1990-02-05,0,,True
464,2274,Dr. Marlene nan Harrison,Corporate,Single,Female,1996-12-07,0,,True
465,2276,Doctor. Dennis Block Richardson,Consumer,Single,Male,1990-02-11,0,,True
466,2279,Dr. Lucille McGee,Home Office,Single,Female,1995-02-05,0,,True
467,2281,Professor Monica nan Harvey,Home Office,Single,Female,1997-02-05,0,,True
468,2282,Prof. Jimmy nan Waters,Home Office,Single,Male,1990-02-05,0,,True
469,2283,Doctor. Nancy nan Holden,Home Office,Single,Female,1993-02-05,0,,True
470,2285,Doctor Arnold Floyd Blair,Corporate,Married,Male,1993-02-06,0,,True
471,2286,Dr. Larry Langston,Corporate,Single,Female,1993-02-05,0,,True
472,2287,Prof. Samuel Newman,Corporate,Single,Female,1989-02-05,0,,True
473,2289,Dr. Ryan nan Herman,Home Office,Single,Female,1986-12-07,0,,True
475,2290,Professor Glen nan Robertson,Corporate,Single,Male,1992-02-05,0,,True
476,2302,Professor. Beth Dolan,Corporate,Single,Female,1990-12-07,0,,True
477,2303,Professor Joe Baldwin,Corporate,Single,Female,1991-12-07,0,,True
478,2305,Prof. Pat nan Kinney,Small Business,Single,Female,1989-02-05,0,,True
479,2308,Doctor Laurence Cummings,Small Business,Single,Female,1988-02-05,0,,True
480,2323,Dr. Emma Buckley,Small Business,Single,Male,1991-02-05,0,,True
481,2330,Doctor. Kara nan Foster,Home Office,Single,Female,1998-02-05,0,,True
482,2333,Dr. Megan nan Woods,Small Business,Single,Female,1995-12-07,0,,True
483,2334,Professor Stephanie nan Hawkins,Home Office,Single,Female,1990-02-05,0,,True
484,2338,Prof. Lynn Hines,Home Office,Single,Female,1994-02-05,0,,True
485,2339,Prof. Gordon nan Boswell,Home Office,Single,Male,1991-02-05,0,,True
487,2345,Dr. Colleen Marsh,Corporate,Single,Female,1989-12-07,0,2.0,False
488,2345,Mrs. Keerthiga Bharathan,Consumer,Married,Male,1997-02-05,2,,True
489,2346,Prof. Sylvia Kumar,Corporate,Single,Female,1996-12-07,0,,True
491,2351,Doctor. Faye Silver,Corporate,Single,Male,1993-02-05,0,,True
492,2352,Dr. Kerry Beach,Home Office,Single,Female,1993-12-07,0,,True
493,2353,Professor Patrick Lowry,Corporate,Single,Female,1997-02-05,0,,True
494,2355,Doctor. Clyde Burnett,Consumer,Single,Female,1989-12-07,0,,True
495,2356,Prof. Emma Bloom,Consumer,Single,Male,1992-12-07,0,,True
496,2358,Professor. Danielle Baird,Home Office,Single,Male,1990-02-05,0,,True
497,2359,Doctor Annie Horne,Home Office,Married,Female,1990-02-06,0,,True
498,2363,Prof. Jacob Murray,Home Office,Single,Male,1992-12-07,0,,True
499,2369,Dr. Mike G Hartman,Consumer,Single,Female,1992-02-05,0,,True
501,2372,Doctor. Marvin nan Parrott,Corporate,Single,Female,1990-02-05,0,,True
502,2376,Professor Debra Batchelor,Corporate,Single,Male,1990-02-05,0,,True
503,2379,Dr. Mildred nan Briggs,Small Business,Single,Female,1997-02-05,0,,True
504,2380,Professor Lisa nan Branch,Small Business,Single,Female,1997-02-05,0,,True
505,2382,Doctor. Geoffrey Saunders,Small Business,Single,Male,1993-02-05,0,,True
506,2385,Dr. Janice Frye,Small Business,Single,Male,1988-12-07,0,,True
507,2391,Dr. Jacob McNeill,Corporate,Single,Male,1992-02-05,0,,True
508,2393,Prof. Debbie Dillon,Corporate,Single,Male,1989-12-07,0,,True
509,2394,Professor. Tina Monroe,Corporate,Single,Female,1997-02-05,0,,True
510,2395,Doctor Beverly Roberts,Corporate,Single,Female,1990-02-08,0,,True
511,2398,Prof. Julian F Wolfe,Corporate,Single,Female,1992-02-05,0,,True
513,2417,Dr. Ken H Frazier,Consumer,Single,Female,1993-02-05,0,,True
514,2418,Prof. Kyle Fink,Consumer,Single,Female,1993-02-05,0,,True
515,2419,Professor. Sandra Faulkner,Consumer,Single,Female,1992-02-05,0,,True
517,2420,Doctor Wesley Cho,Consumer,Single,Female,1998-02-05,0,,True
518,2422,Doctor. Arlene Wiggins Dalton,Home Office,Married,Male,1993-02-05,0,,True
519,2423,Dr. Nicholas nan Wallace,Home Office,Single,Female,1986-02-05,0,,True
520,2426,Professor Dorothy nan Holt,Small Business,Single,Male,1990-12-07,0,,True
521,2427,Prof. John nan Merritt,Corporate,Single,Female,1992-02-05,0,,True
522,2430,Doctor. Kimberly nan Reilly,Home Office,Single,Female,1996-02-05,0,,True
523,2431,Doctor. Troy Cassidy,Consumer,Single,Female,1994-02-05,0,,True
524,2432,Dr. Lindsay nan Tate,Consumer,Single,Female,1994-02-05,0,,True
525,2433,Professor Debra P May,Consumer,Single,Male,1990-02-06,0,,True
526,2437,Prof. Judith nan Shepherd,Home Office,Single,Female,1992-02-05,0,,True
527,2441,Dr. Kenneth Capps,Consumer,Single,Female,1993-12-07,0,,True
528,2442,Prof. Natalie Aldridge,Consumer,Single,Female,1994-02-05,0,,True
529,2443,Professor. Danny Richmond,Corporate,Single,Male,1990-02-05,0,,True
530,2448,Doctor. Melanie nan Morrow,Consumer,Single,Female,1987-02-05,0,,True
531,2450,Dr. Tonya nan Miller,Home Office,Single,Female,1995-02-05,0,,True
532,2454,Doctor Donna Braun,Corporate,Single,Male,1990-02-05,0,,True
533,2456,Dr. Joan Beach,Home Office,Single,Female,1991-12-07,0,,True
534,2457,Professor Yvonne nan Collier,Home Office,Single,Female,1991-02-05,0,,True
535,2458,Prof. Troy nan Casey,Home Office,Single,Female,1992-02-05,0,,True
536,2460,Professor Lucille Gibbons,Home Office,Single,Female,1994-02-05,0,,True
537,2464,Prof. Joe George,Consumer,Single,Female,1992-02-05,0,,True
538,2466,Doctor. Gilbert nan Godfrey,Corporate,Single,Male,1992-02-05,0,,True
539,2468,Professor. Rhonda Stein,Corporate,Single,Female,1991-02-05,0,,True
540,2472,Dr. Ricky nan Sanders,Home Office,Single,Female,1998-02-05,0,,True
542,2481,Doctor Kelly Sawyer,Corporate,Single,Female,1990-02-05,0,,True
543,2484,Dr. Rhonda Bryant,Corporate,Single,Female,1997-02-05,0,,True
544,2486,Prof. Jack Horn,Small Business,Single,Male,1991-12-07,0,,True
545,2487,Professor. Michelle Bryant Phillips,Small Business,Single,Female,1988-12-07,0,,True
546,2488,Doctor Gordon Walker,Consumer,Single,Male,1990-02-05,0,,True
547,2489,Prof. Craig Liu,Home Office,Single,Male,1991-02-05,0,,True
548,2490,Professor Pauline Finch,Home Office,Single,Female,1998-02-05,0,,True
549,2491,Dr. Sean N Boyer,Consumer,Single,Female,1992-02-05,0,,True
550,2495,Doctor. Maria Block,Consumer,Single,Female,1995-02-05,0,,True
551,2498,Prof. Arlene Long,Small Business,Married,Male,1992-02-05,0,,True
552,2499,Professor Geoffrey nan Koch,Corporate,Single,Male,1992-12-07,0,,True
554,2500,Prof. Kevin nan Smith,Small Business,Single,Female,1987-12-07,0,,True
555,2502,Doctor. Toni Owens Poe,Home Office,Single,Female,1997-02-05,0,,True
556,2506,Mr. Alfred Harmon,Home Office,Divorced,Male,1998-02-05,0,1.0,False
557,2506,Mr. AlfRed HarMON,Home Office,Remarried,Male,1998-02-05,1,2.0,False
558,2506,Mr. Alfred Harmon,Home Office,Single,Male,1998-02-05,2,,True
559,2507,Doctor. Jeanette Davies,Home Office,Single,Male,1991-02-05,0,,True
560,2508,Dr. Pauline Brooks,Home Office,Single,Female,1994-02-05,0,,True
561,2509,Professor Sidney Larson,Home Office,Single,Female,1986-02-05,0,,True
563,2512,Prof. Frances Holt,Home Office,Single,Male,1990-02-05,0,,True
564,2516,Doctor. Leo E Underwood,Home Office,Single,Female,1997-02-05,0,,True
565,2520,Dr. Sandy Mueller,Home Office,Single,Female,1990-02-05,0,,True
566,2521,Dr. Shawn nan Meyer,Home Office,Single,Female,1993-02-05,0,,True
567,2522,Professor Harriet Wooten,Home Office,Single,Male,1990-02-05,0,,True
568,2526,Dr. Derek Sweeney,Corporate,Single,Male,1990-02-10,0,,True
569,2527,Prof. Gretchen Orr,Corporate,Single,Male,1991-02-05,0,,True
570,2530,Professor Janet Zhang,Small Business,Single,Male,1989-02-05,0,,True
571,2531,Dr. Rick Houston,Small Business,Single,Female,1989-02-05,0,,True
572,2534,Prof. Mitchell Goldberg,Small Business,Single,Female,1998-02-05,0,,True
573,2539,Professor. Max Hubbard,Home Office,Single,Female,1987-02-05,0,,True
574,2540,Doctor Helen Ferguson,Home Office,Single,Male,1990-02-05,0,,True
575,2543,Dr. Josephine Dalton,Small Business,Single,Female,1991-02-05,0,,True
576,2545,Prof. Rick Ellis,Home Office,Single,Female,1987-02-05,0,,True
577,2547,Professor. Edna Freeman,Small Business,Single,Male,1991-02-05,0,,True
578,2548,Doctor. Wayne Bass,Small Business,Single,Female,1990-02-05,0,,True
579,2549,Doctor. Martha Bowers,Small Business,Single,Female,1999-02-05,0,,True
581,2551,Dr. Joan Bowers,Small Business,Single,Female,1993-02-05,0,,True
582,2553,Professor Virginia nan McNeill,Home Office,Single,Female,1998-02-05,0,,True
583,2555,Prof. Karl nan Knowles,Home Office,Single,Female,1998-02-05,0,,True
584,2561,Professor Laurie Moon,Consumer,Single,Female,1987-12-07,0,,True
585,2563,Doctor. Karen nan Warren,Home Office,Single,Female,1995-02-05,0,,True
587,2570,Prof. Yvonne Stephens,Consumer,Single,Female,1998-12-07,0,,True
588,2571,Prof. Rosemary O'Brien,Consumer,Single,Female,1995-12-07,0,,True
589,2578,Doctor Kent Gill,Home Office,Single,Female,1987-12-07,0,,True
590,2579,Dr. Marshall Sutherland,Home Office,Single,Female,1994-12-07,0,,True
591,2583,Dr. Wendy Pridgen Pearce,Home Office,Single,Female,1997-02-05,0,,True
592,2584,Professor Seth nan Matthews,Home Office,Single,Female,1992-02-05,0,,True
593,2587,Prof. Eugene H Walsh,Home Office,Single,Male,1989-12-07,0,,True
595,2593,Prof. Anne Schultz,Corporate,Married,Female,1990-02-05,0,,True
597,2601,Doctor. Malcolm French,Corporate,Single,Female,1990-02-05,0,,True
598,2603,Dr. Penny Leach,Corporate,Single,Female,1990-02-05,0,,True
599,2604,Professor Gina Curry,Corporate,Single,Male,1993-02-05,0,,True
600,2610,Professor Tommy Lutz,Corporate,Single,Female,1995-02-05,0,,True
601,2613,Prof. Anthony Stanley,Corporate,Married,Male,1991-02-08,0,,True
602,2616,Doctor. Laurence nan Hull,Corporate,Single,Female,1990-02-05,0,,True
603,2617,Dr. Gerald nan Crabtree,Corporate,Single,Male,1989-02-05,0,,True
604,2618,Doctor. Amy Hamrick Melvin,Corporate,Married,Female,1996-02-05,0,,True
605,2619,Professor Brandon E Shepherd,Corporate,Single,Male,1990-02-05,0,,True
606,2620,Professor. Phyllis Little,Corporate,Single,Female,1994-02-05,0,,True
607,2621,Doctor Robyn Hayes,Corporate,Single,Female,1993-02-05,0,,True
608,2626,Dr. Lillian Fischer,Consumer,Single,Female,1994-02-05,0,,True
609,2628,Prof. Danielle P Rao,Corporate,Single,Male,1990-02-06,0,,True
610,2630,Doctor. Betsy nan Puckett,Small Business,Single,Female,1992-02-05,0,,True
611,2638,Doctor. ALICIA WoOd ShaH,Consumer,Married,Female,1998-02-05,0,,True
612,2639,Prof. Marianne Connor,Consumer,Single,Female,1988-02-05,0,,True
614,2647,Professor Teresa Bishop,Corporate,Single,Female,1990-12-07,0,,True
615,2649,Dr. Leo J Olson,Corporate,Single,Female,1998-02-05,0,,True
616,2650,Professor Joanne Chu,Corporate,Single,Female,1992-02-05,0,,True
617,2652,Dr. Brenda Ross,Consumer,Single,Male,1990-02-06,0,,True
618,2653,Dr. Leo nan Kane,Consumer,Single,Female,1986-12-07,0,,True
619,2655,Dr. Benjamin Lam,Corporate,Single,Male,1995-02-05,0,,True
620,2660,Prof. Jeffrey Page,Small Business,Single,Male,1989-02-05,0,,True
621,2667,Doctor. Pat Baker,Home Office,Single,Female,1997-02-05,0,,True
622,2668,Professor Carlos nan Hanson,Home Office,Divorced,Male,1991-02-05,0,,True
624,2670,Doctor. Yvonne Mann,Home Office,Single,Female,1995-02-05,0,,True
625,2671,Prof. Lloyd Fuller,Home Office,Single,Female,1994-02-05,0,,True
626,2677,Professor. Geoffrey Rivera,Small Business,Single,Male,1990-02-05,0,,True
627,2684,Doctor Edna Michael,Small Business,Single,Male,1993-02-05,0,,True
628,2685,Dr. Kathryn Wolfe,Small Business,Single,Female,1993-02-05,0,,True
629,2689,Professor Marlene Gray,Home Office,Single,Female,1996-02-05,0,,True
631,2693,Prof. Lloyd Cannon,Home Office,Single,Female,1987-02-05,0,,True
632,2696,Dr. Sally Dunn,Home Office,Single,Female,1987-12-07,0,,True
633,2697,Prof. Ricky W Clements,Corporate,Single,Female,1987-02-05,0,,True
634,2699,Prof. Marcia Greenberg,Corporate,Single,Female,1987-12-07,0,,True
636,2704,Professor. Juan Gold,Consumer,Single,Female,1991-02-05,0,,True
637,2709,Doctor. Stanley Steele,Consumer,Single,Female,1986-12-07,0,,True
638,2713,Prof. Lynda nan Banks,Corporate,Single,Female,1986-12-07,0,,True
639,2715,Doctor. Becky nan Farmer,Corporate,Single,Male,1993-02-07,0,,True
640,2718,Dr. Caroline nan Stone,Consumer,Divorced,Male,1991-02-06,0,,True
642,2720,Doctor Donna Block,Small Business,Single,Male,1989-02-05,0,,True
643,2724,Dr. Erika Clapp,Home Office,Single,Male,1992-02-05,0,,True
644,2725,Prof. Katharine Hudson,Home Office,Single,Female,1996-02-05,0,,True
645,2729,Professor Penny O Caldwell,Consumer,Single,Female,1990-12-07,0,,True
647,2737,Dr. Rachel Bates,Small Business,Single,Female,1987-02-05,0,,True
648,2738,Professor Sherri Kramer,Small Business,Single,Female,1998-02-05,0,,True
649,2741,Dr. Megan York,Small Business,Single,Female,1997-02-05,0,,True
650,2745,Doctor. Arnold GAY,Corporate,Married,Male,1992-12-09,0,,True
651,2747,Prof. Brian Grady,Corporate,Single,Male,1989-12-07,0,,True
652,2750,Professor. Allen Nash,Small Business,Married,Male,1995-02-05,0,,True
654,2760,Doctor. Evan Adkins,Corporate,Single,Male,1990-02-05,0,,True
655,2764,Dr. Arnold Johnson,Corporate,Married,Male,1993-02-08,0,,True
656,2765,Professor Tracy Schultz,Corporate,Single,Female,1990-02-05,0,,True
658,2770,Doctor Joel Burnette,Corporate,Single,Female,1989-02-05,0,,True
659,2771,Dr. Kevin Wolfe,Corporate,Single,Female,1989-02-05,0,,True
660,2773,Prof. Christina Zhu,Corporate,Divorced,Female,1991-02-09,0,,True
661,2775,Professor Theodore nan Rubin,Consumer,Single,Female,1987-02-05,0,,True
662,2776,Prof. April Henson,Consumer,Married,Male,1990-02-05,0,,True
663,2778,Prof. Alison Jones,Consumer,Married,Male,1998-02-05,0,,True
664,2779,Professor. Jacob Burgess,Corporate,Single,Male,1991-02-05,0,,True
665,2781,Professor Kelly Byers,Consumer,Single,Female,1997-02-05,0,,True
666,2787,Doctor Rodney Kearney,Consumer,Single,Female,1992-02-05,0,,True
667,2791,Prof. Dawn nan Larson,Corporate,Single,Male,1993-02-07,0,,True
668,2794,Doctor. Connie nan Bunn,Corporate,Divorced,Female,1990-02-05,0,,True
669,2795,Dr. Harry nan Burns,Corporate,Single,Male,1993-02-05,0,,True
670,2796,Professor Cindy nan McLeod,Corporate,Divorced,Female,1990-02-06,0,,True
671,2797,Doctor. Cameron Kendall,Corporate,Divorced,Male,1990-02-05,0,,True
673,2801,Dr. Jimmy Wang,Home Office,Married,Male,1989-02-05,0,,True
674,2803,Doctor. Catherine Dorsey Burnett,Small Business,Divorced,Male,1990-02-05,0,,True
675,2813,Dr. Marjorie Burnette,Corporate,Single,Female,1991-02-05,0,,True
676,2817,Dr. Paul W French,Corporate,Single,Female,1991-02-05,0,,True
677,2823,Prof. Max Hurley,Corporate,Single,Female,1988-02-05,0,,True
678,2825,Professor Carole Rosen,Consumer,Divorced,Male,1990-02-05,0,,True
679,2828,Dr. Monica Howard,Corporate,Single,Female,1998-02-05,0,,True
681,2833,Prof. Tim nan Connolly,Small Business,Single,Female,1989-02-05,0,,True
682,2837,Doctor. Leslie nan Hawley,Home Office,Single,Female,1993-02-05,0,,True
684,2840,Prof. Bob Berg,Corporate,Single,Male,1992-02-05,0,,True
685,2847,Professor. Vanessa Day,Corporate,Single,Female,1993-02-05,0,,True
686,2848,Doctor Eileen Dalton,Corporate,Married,Male,1992-02-05,0,,True
687,2851,Dr. Annie nan Sherrill,Consumer,Married,Female,1991-02-06,0,,True
688,2855,Doctor. Vicki Womble,Consumer,Single,Female,1989-02-05,0,,True
689,2858,Dr. Jerry Webster,Corporate,Married,Male,1993-02-05,0,,True
690,2859,Prof. Brad H Blake,Corporate,Single,Male,1992-02-07,0,,True
691,2861,Professor Dwight nan Robinson,Corporate,Widowed,Male,1991-02-07,0,,True
692,2862,Prof. Carrie nan High,Corporate,Divorced,Male,1989-12-08,0,,True
693,2865,Doctor. Roberta nan Mitchell,Corporate,Single,Female,1997-02-05,0,,True
694,2867,Professor Dana Teague,Corporate,Widowed,Male,1991-02-05,0,,True
695,2868,Prof. Eugene Clayton,Corporate,Married,Male,1991-02-05,0,,True
697,2873,Professor. Benjamin Gunter,Small Business,Single,Male,1993-12-07,0,,True
698,2874,Dr. Marian nan Willis,Home Office,Single,Female,1994-02-05,0,,True
699,2877,Prof. Shannon Aldridge,Consumer,Single,Female,1994-02-05,0,,True
700,2878,Professor Susan Carroll Berman,Consumer,Single,Female,1990-02-05,0,,True
701,2880,Doctor Grace Black,Small Business,Married,Male,1991-12-07,0,,True
702,2882,Dr. Andrew Gonzalez,Consumer,Married,Male,1996-02-05,0,,True
703,2883,Doctor. Stuart Sharma,Consumer,Single,Female,1988-02-05,0,,True
704,2884,Dr. Stuart C Robinson,Consumer,Single,Female,1987-02-05,0,,True
706,2892,Professor Benjamin nan Porter,Consumer,Single,Male,1994-12-08,0,,True
707,2893,Prof. Kathryn nan Tate,Consumer,Single,Female,1992-02-05,0,,True
708,2896,Doctor. Anna nan Ellis,Home Office,Married,Female,1990-02-05,0,,True
709,2897,Dr. Betty nan Giles,Home Office,Single,Female,1990-02-05,0,,True
710,2903,Professor Frances Powers,Small Business,Married,Male,1989-12-07,0,,True
711,2908,Prof. Robyn Lyon,Home Office,Single,Female,1997-02-05,0,,True
713,2912,Professor Hannah nan Carver,Home Office,Married,Male,1990-02-05,0,,True
714,2920,Prof. Ernest nan Peele,Home Office,Married,Male,1990-02-05,0,,True
715,2923,Doctor. Lynne Griffith,Consumer,Single,Female,1986-02-05,0,,True
716,2924,Dr. Courtney Nelson,Consumer,Divorced,Male,1990-02-05,0,,True
717,2928,Prof. Leslie Woodard,Consumer,Single,Female,1998-02-05,0,,True
718,2931,Dr. Faye Hanna,Small Business,Married,Male,1989-02-05,0,,True
719,2932,Professor Phyllis Hull,Small Business,Single,Female,1993-02-05,0,,True
720,2935,Prof. Shirley Riley,Small Business,Single,Female,1992-02-05,0,,True
721,2938,Doctor. Laurie Case Daniel,Small Business,Single,Female,1994-02-05,0,,True
722,2941,Dr. Leah Pollock,Small Business,Single,Female,1988-02-05,0,,True
723,2944,Doctor. Elsie nan Lane,Corporate,Married,Male,1990-02-05,0,,True
724,2947,Professor Kathy Turner,Consumer,Single,Female,1996-02-05,0,,True
725,2951,Dr. Jordan nan Womble,Corporate,Married,Female,1989-12-07,0,,True
726,2952,Prof. Thelma Murray,Corporate,Single,Female,1998-02-05,0,,True
727,2954,Professor William nan Sharma,Consumer,Single,Female,1996-12-07,0,,True
728,2957,Prof. Francis I Davis,Corporate,Married,Male,1993-02-05,0,,True
729,2958,Doctor. Ellen nan Sparks,Corporate,Married,Male,1991-02-05,0,,True
730,2960,Professor. Allan Dickinson,Corporate,Married,Male,1995-02-05,0,,True
731,2962,Doctor. Leonard Strauss,Consumer,Single,Female,1989-02-05,0,,True
732,2963,Doctor. Frances Johnson,Consumer,Married,Male,1989-02-05,0,,True
733,2964,Dr. Kathy Hinton,Consumer,Single,Female,1994-02-05,0,,True
734,2968,Doctor Miriam Bowman,Small Business,Single,Female,1992-02-05,0,,True
735,2973,Dr. Sally nan Liu,Home Office,Single,Female,1992-02-05,0,,True
736,2976,Professor Fred nan Barber,Small Business,Married,Male,1992-02-05,0,,True
737,2979,Prof. Lloyd nan Dolan,Corporate,Single,Female,1993-02-05,0,,True
738,2980,Professor Joanna Kenney,Corporate,Married,Female,1992-02-05,0,,True
739,2987,Doctor. Natalie nan Watts,Home Office,Single,Female,1996-02-05,0,,True
740,2991,Dr. Sean nan Herbert,Home Office,Single,Female,1994-02-05,0,,True
741,2992,Professor Lindsay nan Webb,Home Office,Single,Female,1995-02-05,0,,True
742,2999,Prof. Kim nan McCarthy,Consumer,Single,Female,1990-02-05,0,,True
743,3000,Doctor. Priscilla nan Allen,Consumer,Single,Female,1995-02-05,0,,True
744,3001,Dr. Anthony nan Foley,Consumer,Married,Male,1991-02-07,0,,True
745,3003,Prof. Roy Rouse,Home Office,Single,Female,1990-02-05,0,,True
746,3004,Professor Maurice Everett,Corporate,Single,Female,1998-02-05,0,,True
747,3005,Dr. Teresa Watts,Corporate,Single,Female,1995-02-05,0,,True
748,3006,Doctor. Thomas Spence,Corporate,Single,Female,1996-02-05,0,,True
