Customer ID,Customer Name,Customer_Segment,Maritial_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Policy_Type_Id,Policy_Type,Policy_Type_Desc,Policy_Id,Policy_Name,Premium_Amt,Policy_Term,Policy_Start_Dt,Policy_End_Dt,Next_Premium_Dt,Actual_Premium_Paid_Dt,Country,Region,State or Province,City,Postal Code,Total_Policy_Amt,Premium_Amt_Paid_TillDate
911,Professor Marsha P Joyner,Corporate,Single,Female,1989-02-05,2013-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_911,HSB_Lifeclaim_13579,5000,Quarterly,2013-12-31,2028-12-27,2017-03-31,2017-09-25,U.S,East,West Virginia,Wheeling,26003,500000,60000
2081,Professor Matthew Conway,Corporate,Single,Female,1990-02-05,2009-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2081,HSB_Lifeclaim_13579,5000,Quarterly,2009-12-31,2029-12-27,2013-03-31,2013-09-25,US,East,New York,Ithaca,14853,500000,60000
3095,Professor Milton Lindsay,Consumer,Single,Female,1989-02-05,2008-12-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3095,HSB_Lifeclaim_13579,5000,Quarterly,2008-12-30,2028-12-27,2012-03-30,2012-09-24,US,East,Ohio,Hamilton,45011,500000,60000
994,Professor Neal Weber,Small Business,Single,Female,1990-12-07,2010-03-03,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_994,HSB_Auto_98765,2000,Monthly,2010-03-03,2030-12-27,2013-03-31,2013-09-25,United States,East,Maine,Sanford,4073,200000,72000
1129,Professor Pam Patton,Home Office,Single,Female,1997-02-05,2012-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1129,HSB_Lifeclaim_13579,5000,Quarterly,2012-10-31,2036-12-27,2016-01-31,2016-02-28,US,East,Massachusetts,Boston,2118,500000,60000
2353,Professor Patrick Lowry,Corporate,Single,Female,1997-02-05,2008-01-31,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2353,HSB_Jewel_02468,60000,Half Yearly,2008-01-31,2036-12-27,2009-01-31,2009-02-28,U.S,East,Maryland,Edgewood,21040,400000,120000
366,Professor Patrick Rosenthal,Small Business,Single,Female,1998-02-05,2007-04-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_366,HSB_Lifeclaim_13579,5000,Quarterly,2007-04-01,2037-12-27,2010-07-01,2011-01-01,United States,East,Rhode Island,Cranston,2910,500000,60000
1473,Professor Paul Puckett,Home Office,Single,Female,1988-02-05,2010-10-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1473,HSB_Jewel_02468,60000,Half Yearly,2010-10-01,2027-12-27,2011-03-31,2011-09-25,United States,East,Ohio,Wooster,44691,400000,60000
3342,Professor Paul Tate,Home Office,Single,Female,1988-12-07,2009-05-30,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3342,HSB_Auto_98765,2000,Monthly,2009-05-30,2028-12-27,2012-06-30,2012-12-31,U.S,East,District of Columbia,Washington,20006,200000,72000
3076,Professor Peter Hardy,Small Business,Single,Female,1996-12-07,2012-03-02,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3076,HSB_Auto_98765,2000,Monthly,2012-03-02,2036-12-27,2015-03-31,2015-09-25,U.S,East,Ohio,Stow,44224,200000,72000
2932,Professor Phyllis Hull,Small Business,Single,Female,1993-02-05,2005-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2932,HSB_Lifeclaim_13579,5000,Quarterly,2005-12-31,2032-12-27,2009-03-31,2009-09-25,U.S,East,Connecticut,Stratford,6614,500000,60000
1972,Professor Priscilla Brandon,Corporate,Single,Female,1997-02-05,2010-07-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1972,HSB_Jewel_02468,60000,Half Yearly,2010-07-01,2036-12-27,2011-07-01,2012-01-01,U.S,East,Pennsylvania,Willow Grove,19090,400000,120000
1580,Professor Ronnie Nolan,Corporate,Single,Female,1989-02-05,2009-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1580,HSB_Lifeclaim_13579,5000,Quarterly,2009-12-31,2028-12-27,2013-03-31,2013-09-25,U.S,East,Maine,Waterville,4901,500000,60000
1649,Professor Roy Hardison,Corporate,Single,Female,1989-02-05,2007-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1649,HSB_Lifeclaim_13579,5000,Quarterly,2007-10-31,2028-12-27,2011-01-31,2011-02-28,U.S,East,New York,Woodmere,11598,500000,60000
421,Professor Scott Feldman,Small Business,Single,Female,1989-02-05,2011-09-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_421,HSB_Jewel_02468,60000,Half Yearly,2011-09-30,2028-12-27,2012-03-30,2012-09-24,US,East,New Jersey,Elizabeth,7201,400000,60000
393,Professor Shawn Combs,Corporate,Single,Female,1991-02-05,2012-04-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_393,HSB_Lifeclaim_13579,5000,Quarterly,2012-04-01,2030-12-27,2015-07-01,2016-01-01,U.S,East,New York,Auburn,13021,500000,60000
2738,Professor Sherri Kramer,Small Business,Single,Female,1998-02-05,2005-10-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2738,HSB_Jewel_02468,60000,Half Yearly,2005-10-01,2037-12-27,2006-03-31,2006-09-25,United States,East,Vermont,South Burlington,5403,400000,60000
2509,Professor Sidney Larson,Home Office,Single,Female,1986-02-05,2013-03-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2509,HSB_Lifeclaim_13579,5000,Quarterly,2013-03-30,2025-12-27,2016-06-30,2016-12-31,United States,East,Maine,South Portland,4106,500000,60000
1085,Professor Ted Dunlap,Corporate,Single,Female,1994-02-05,2012-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1085,HSB_Lifeclaim_13579,5000,Quarterly,2012-10-31,2033-12-27,2016-01-31,2016-02-28,U.S,East,New York,Deer Park,11729,500000,60000
584,Professor Timothy Currie,Corporate,Single,Female,1990-02-05,2013-03-30,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_584,HSB_Lifeclaim_13579,5000,Quarterly,2013-03-30,2029-12-27,2016-06-30,2016-12-31,United States,East,Massachusetts,Woburn,1801,500000,60000
491,Professor Toni Swanson,Consumer,Single,Female,1988-02-05,2003-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_491,HSB_Lifeclaim_13579,5000,Quarterly,2003-10-31,2027-12-27,2007-01-31,2007-02-28,US,East,New York,New York City,10154,500000,60000
2765,Professor Tracy Schultz,Corporate,Single,Female,1990-02-05,2011-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2765,HSB_Lifeclaim_13579,5000,Quarterly,2011-10-31,2029-12-27,2015-01-31,2015-02-28,U.S,East,New Jersey,Lindenwold,8021,500000,60000
282,Professor Vickie Andrews,Corporate,Single,Female,1992-02-05,2013-10-01,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_282,HSB_Jewel_02468,60000,Half Yearly,2013-10-01,2031-12-27,2014-03-31,2014-09-25,United States,East,New Jersey,Belleville,7109,400000,60000
1352,Professor Vivian Clarke,Home Office,Single,Female,1985-12-07,2009-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1352,HSB_Auto_98765,2000,Monthly,2009-12-31,2025-12-27,2013-01-31,2013-02-28,U.S,East,Maryland,Camp Springs,20746,200000,72000
3246,Professor Wanda Harris,Small Business,Single,Female,1995-02-05,2002-10-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3246,HSB_Lifeclaim_13579,5000,Quarterly,2002-10-31,2034-12-27,2006-01-31,2006-02-28,U.S,East,New Hampshire,Hudson,3051,500000,60000
940,Mr. ALBERT Maxwell,Home Office,Married,Male,1992-12-09,2007-12-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2012-03-31,2112-01-01,2013-03-31,2013-09-25,US,East,Ohio,Lorain,44052,400000,120000
1603,Mr. AleX WatkinS,Small Business,Divorced,Male,1997-02-05,2011-06-30,,19183.0,Endowment,Pay a lump sum on its maturity or on death.,19183_674,HSB_Endowment_19183,5000,Quarterly,2011-03-30,2112-01-01,2014-06-30,2014-12-31,USA,East,New York,New York City,10004,500000,60000
2506,Mr. AlfRed HarMON,Home Office,Remarried,Male,1998-02-05,2010-12-31,,19185.0,ChildPlan,Insurance cum investment plan to secure child's future,19185_3106,HSB_ChildPlan_19185,5000,Quarterly,2012-12-31,2035-12-27,2016-03-31,2016-09-25,U.S,East,Ohio,Lorain,44052,500000,60000
605,Mr. Alison Peters Wooten,Corporate,Married,Male,1997-12-07,2008-12-30,,19187.0,AnnuityPlan,Income stream for retirees,19187_2108,HSB_AnnuityPlan_19187,5000,Quarterly,2010-12-30,2037-12-27,2014-03-30,2014-09-24,United States,East,Pennsylvania,Philadelphia,19112,500000,60000
3137,Mr. Alison Sharp,Corporate,Married,Male,1998-02-05,2009-12-31,,19181.0,TermLife,Coverage for a certain period of time,19181_1354,HSB_Termclaim_23579,5000,Quarterly,2010-12-31,2036-12-27,2014-03-31,2014-09-25,United States Of America,East,Pennsylvania,Philadelphia,19112,500000,60000
9999,Mr Debadatta Mohanty,Corporate,Married,Male,1981-10-01,2011-01-31,,99999.0,TermLife,Coverage for a certain period of time,99999_1354,HSB_Termclaim_99999,5000,Quarterly,2010-12-31,2036-12-27,2014-03-31,2014-09-25,United States,East,Pennsylvania,Philadelphia,19112,500000,60000
437,Mrs. Alice Berger McIntyre,Small Business,Married,Female,1998-02-05,2007-12-31,,19186.0,UnitLinked,Market-linked product that aggregates the very best of investment and insurance,19186_597,HSB_UnitLinked_19186,5000,Quarterly,2009-12-31,2037-12-27,2013-03-31,2013-09-25,U.S.A,East,New York,New York City,10004,500000,60000
940,Mr. Albert Maxwell,Home Office,Divorced,Male,1992-12-09,2007-12-31,,19183.0,Endowment,Pay a lump sum on its maturity or on death.,19183_674,HSB_Endowment_19183,5000,Quarterly,2010-12-31,2112-01-01,2014-03-31,2014-09-25,US,East,New York,New York City,10004,500000,60000
1603,Mr. Alex Watkins,Small Business,Remarried,Male,1997-02-05,2011-06-30,,19184.0,Moneyback,The insured person gets a percentage of sum assured at regular intervals,19184_188,HSB_Moneyback_19184,5000,Quarterly,2012-03-30,2036-12-27,2015-06-30,2015-12-31,USA,East,Pennsylvania,Philadelphia,19112,500000,60000
2506,Mr. Alfred Harmon,Home Office,Single,Male,1998-02-05,2010-12-31,,19186.0,UnitLinked,Market-linked product that aggregates the very best of investment and insurance,19186_597,HSB_UnitLinked_19186,5000,Quarterly,2013-12-31,2037-12-27,2017-03-31,2017-09-25,U.S,East,New York,New York City,10004,500000,60000
605,Mr. Alison Peters Wooten,Corporate,Married,Male,1997-12-07,2008-12-30,,19181.0,TermLife,Coverage for a certain period of time,19181_1354,HSB_Termclaim_23579,5000,Quarterly,2011-12-30,2036-12-27,2015-03-30,2015-09-24,United States,East,Pennsylvania,Philadelphia,19112,500000,60000
3137,Mr. Alison Sharp,Corporate,Married,Male,1998-02-05,2009-12-31,,19182.0,WholeLife,Remain in force for the insured's entire lifetime,19182_697,HSB_WholeLife_22468,60000,Half Yearly,2012-03-31,2112-01-01,2013-03-31,2013-09-25,United States Of America,East,Ohio,Lorain,44052,400000,120000
88888,Mr. Vijayakumar Sundarasamy,Corporate,Married,Male,1980-10-01,2011-01-31,,88888.0,TermLife,Coverage for a certain period of time,88888_1354,HSB_Termclaim_99999,5000,Quarterly,2010-12-31,2036-12-27,2014-03-31,2014-09-25,United States,East,Pennsylvania,Philadelphia,19112,500000,60000
437,Mrs. Alice Berger McIntyre,Small Business,Married,Female,1998-02-05,2007-12-31,,19187.0,AnnuityPlan,Income stream for retirees,19187_2108,HSB_AnnuityPlan_19187,5000,Quarterly,2010-12-31,2037-12-27,2014-03-31,2014-09-25,U.S.A,East,Pennsylvania,Philadelphia,19112,500000,60000
9999,Mr Debadatta Mohanty,Corporate,Married,Male,1981-10-01,2011-01-31,,99999.0,TermLife,Coverage for a certain period of time,99999_1354,HSB_Termclaim_99999,5000,Quarterly,2010-12-31,2036-12-27,2014-03-31,2014-09-25,United States,East,Pennsylvania,Philadelphia,19112,500000,60000
2359,Doctor Annie Horne,Home Office,Married,Female,1990-02-06,2007-01-02,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2359,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-02,2029-12-28,2010-04-02,2010-04-12,United States,South,Florida,Fort Myers,33917,500000,60000
2285,Doctor Arnold Floyd Blair,Corporate,Married,Male,1993-02-06,2010-01-02,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2285,HSB_Lifeclaim_13579,5000,Quarterly,2010-01-02,2032-12-28,2013-04-02,2013-04-12,USA,South,South Carolina,Rock Hill,29730,500000,60000
2395,Doctor Beverly Roberts,Corporate,Single,Female,1990-02-08,2007-01-04,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2395,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-04,2029-12-30,2010-04-04,2010-04-14,USA,South,Georgia,Savannah,31401,500000,60000
507,Doctor Carol Saunders,Corporate,Single,Male,1990-02-05,2009-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_507,HSB_Jewel_02468,60000,Half Yearly,2009-12-30,2029-12-27,2010-06-30,2010-07-20,US,South,Kentucky,Bowling Green,42104,400000,60000
3347,Doctor Carrie McIntosh,Consumer,Divorced,Male,1991-02-05,2010-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_3347,HSB_Jewel_02468,60000,Half Yearly,2010-12-30,2030-12-27,2011-06-30,2011-07-20,United States,South,Florida,Royal Palm Beach,33411,400000,60000
3128,Doctor Cathy Burgess,Small Business,Divorced,Male,1990-02-07,2007-01-03,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3128,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-03,2029-12-29,2010-04-03,2010-04-13,US,South,Louisiana,Shreveport,71109,500000,60000
3224,Doctor Claudia White,Small Business,Divorced,Female,1990-12-08,2008-01-01,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_3224,HSB_Auto_98765,2000,Monthly,2008-01-01,2030-12-28,2011-02-01,2011-03-03,US,South,Tennessee,Gallatin,37066,200000,72000
2137,Doctor Crystal Crabtree,Corporate,Single,Male,1991-02-06,2008-01-02,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2137,HSB_Lifeclaim_13579,5000,Quarterly,2008-01-02,2030-12-28,2011-04-02,2011-04-12,United States,South,Florida,West Palm Beach,33407,500000,60000
2720,Doctor Donna Block,Small Business,Single,Male,1989-02-05,2008-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2720,HSB_Jewel_02468,60000,Half Yearly,2008-12-30,2028-12-27,2009-06-30,2009-07-20,USA,South,Georgia,Dalton,30721,400000,60000
2454,Doctor Donna Braun,Corporate,Single,Male,1990-02-05,2009-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2454,HSB_Jewel_02468,60000,Half Yearly,2009-12-30,2029-12-27,2010-06-30,2010-07-20,United States,South,Alabama,Hoover,35244,400000,60000
1363,Doctor Earl Roy,Consumer,Single,Male,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1363,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,US,South,Florida,Casselberry,32707,500000,60000
2684,Doctor Edna Michael,Small Business,Single,Male,1993-02-05,2012-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2684,HSB_Jewel_02468,60000,Half Yearly,2012-12-30,2032-12-27,2013-06-30,2013-07-20,United States,South,Florida,Port Charlotte,33952,400000,60000
1739,Doctor Edna Pierce,Corporate,Single,Male,1991-12-07,2008-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1739,HSB_Auto_98765,2000,Monthly,2008-12-31,2031-12-27,2012-01-31,2012-03-01,US,South,North Carolina,Goldsboro,27534,200000,72000
678,Doctor Edward McKenzie,Corporate,Single,Male,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_678,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,USA,South,Virginia,Rose Hill,24281,500000,60000
2848,Doctor Eileen Dalton,Corporate,Married,Male,1992-02-05,2011-12-29,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2848,HSB_Jewel_02468,60000,Half Yearly,2011-12-29,2031-12-27,2012-06-29,2012-07-19,USA,South,Tennessee,Columbia,38401,400000,60000
2069,Doctor Elsie Boykin,Consumer,Single,Male,1992-02-05,2011-12-29,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2069,HSB_Jewel_02468,60000,Half Yearly,2011-12-29,2031-12-27,2012-06-29,2012-07-19,USA,South,Kentucky,Fort Thomas,41075,400000,60000
2488,Doctor Gordon Walker,Consumer,Single,Male,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2488,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,US,South,Arkansas,Cabot,72023,500000,60000
2880,Doctor Grace Black,Small Business,Married,Male,1991-12-07,2008-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2880,HSB_Auto_98765,2000,Monthly,2008-12-31,2031-12-27,2012-01-31,2012-03-01,US,South,Florida,North Miami Beach,33160,200000,72000
2540,Doctor Helen Ferguson,Home Office,Single,Male,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2540,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,United States,South,Florida,Winter Springs,32708,500000,60000
3169,Doctor Janice Boswell,Small Business,Married,Male,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3169,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,United States,South,Florida,Port Orange,32127,500000,60000
2044,Doctor Jay Simon,Corporate,Single,Male,1992-02-05,2011-12-29,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2044,HSB_Jewel_02468,60000,Half Yearly,2011-12-29,2031-12-27,2012-06-29,2012-07-19,US,South,Arkansas,Rogers,72756,400000,60000
1554,Doctor Joan Floyd,Consumer,Single,Female,1989-12-07,2006-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1554,HSB_Auto_98765,2000,Monthly,2006-12-31,2029-12-27,2010-01-31,2010-03-02,US,South,Mississippi,Gulfport,39503,200000,72000
2770,Doctor Joel Burnette,Corporate,Single,Female,1989-02-05,2006-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2770,HSB_Lifeclaim_13579,5000,Quarterly,2006-01-01,2028-12-27,2009-04-01,2009-04-11,US,South,Georgia,Dunwoody,30338,500000,60000
1531,Doctor Jon Ayers,Consumer,Single,Female,1992-02-05,2008-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1531,HSB_Lifeclaim_13579,5000,Quarterly,2008-12-31,2031-12-27,2012-03-31,2012-04-10,USA,South,Florida,Palm Coast,32137,500000,60000
1634,Doctor Katherine W Epstein,Home Office,Single,Female,1987-02-05,2006-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1634,HSB_Jewel_02468,60000,Half Yearly,2006-12-30,2026-12-27,2007-06-30,2007-07-20,USA,South,Mississippi,Jackson,39212,400000,60000
2481,Doctor Kelly Sawyer,Corporate,Single,Female,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2481,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,USA,South,Louisiana,Lafayette,70506,500000,60000
2578,Doctor Kent Gill,Home Office,Single,Female,1987-12-07,2004-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_2578,HSB_Auto_98765,2000,Monthly,2004-12-31,2027-12-27,2008-01-31,2008-03-01,USA,South,Alabama,Opelika,36801,200000,72000
2308,Doctor Laurence Cummings,Small Business,Single,Female,1988-02-05,2004-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2308,HSB_Lifeclaim_13579,5000,Quarterly,2004-12-31,2027-12-27,2008-03-31,2008-04-10,US,South,Florida,Lehigh Acres,33971,500000,60000
3105,Doctor Lawrence Hester,Home Office,Single,Female,1995-02-05,2014-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_3105,HSB_Jewel_02468,60000,Half Yearly,2014-12-30,2034-12-27,2015-06-30,2015-07-20,USA,South,Kentucky,Murray,42071,400000,60000
1185,Doctor Lee Xu,Consumer,Single,Female,1994-02-05,2011-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1185,HSB_Lifeclaim_13579,5000,Quarterly,2011-01-01,2033-12-27,2014-04-01,2014-04-11,United States,South,Alabama,Madison,35756,500000,60000
803,Doctor Marianne Goldstein,Small Business,Single,Female,1989-02-05,2008-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_803,HSB_Jewel_02468,60000,Half Yearly,2008-12-30,2028-12-27,2009-06-30,2009-07-20,US,South,Florida,New Smyrna Beach,32168,400000,60000
1971,Doctor Marsha Roy,Corporate,Single,Female,1990-02-05,2007-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1971,HSB_Lifeclaim_13579,5000,Quarterly,2007-01-01,2029-12-27,2010-04-01,2010-04-11,USA,South,Mississippi,Tupelo,38801,500000,60000
1815,Doctor Marvin Yang,Home Office,Single,Female,1995-02-05,2014-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1815,HSB_Jewel_02468,60000,Half Yearly,2014-12-30,2034-12-27,2015-06-30,2015-07-20,USA,South,Mississippi,Pearl,39208,400000,60000
3255,Doctor Maureen Whitley,Home Office,Single,Female,1996-02-05,2015-12-29,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_3255,HSB_Jewel_02468,60000,Half Yearly,2015-12-29,2035-12-27,2016-06-29,2016-07-19,United States,South,Florida,Tamarac,33319,400000,60000
2240,Doctor Maurice Kelly,Corporate,Single,Female,1986-02-05,2003-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2240,HSB_Lifeclaim_13579,5000,Quarterly,2003-01-01,2025-12-27,2006-04-01,2006-04-11,US,South,Florida,Lakeland,33801,500000,60000
1018,Doctor Meredith Humphrey,Home Office,Single,Female,1998-02-05,2015-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1018,HSB_Lifeclaim_13579,5000,Quarterly,2015-01-01,2037-12-27,2018-04-01,2018-04-11,US,South,North Carolina,Cary,27511,500000,60000
2968,Doctor Miriam Bowman,Small Business,Single,Female,1992-02-05,2008-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2968,HSB_Lifeclaim_13579,5000,Quarterly,2008-12-31,2031-12-27,2012-03-31,2012-04-10,United States,South,Florida,Hollywood,33021,500000,60000
829,Doctor Monica Law Thompson,Corporate,Single,Female,1987-02-05,2004-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_829,HSB_Lifeclaim_13579,5000,Quarterly,2004-01-01,2026-12-27,2007-04-01,2007-04-11,United States,South,Arkansas,Texarkana,71854,500000,60000
1919,Doctor Nathan Jenkins,Home Office,Single,Female,1998-02-05,2017-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1919,HSB_Jewel_02468,60000,Half Yearly,2017-12-30,2037-12-27,2018-06-30,2018-07-20,United States,South,Arkansas,Pine Bluff,71603,400000,60000
2258,Doctor Nicole Pope,Corporate,Single,Female,1999-02-05,2018-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2258,HSB_Jewel_02468,60000,Half Yearly,2018-12-30,2038-12-27,2019-06-30,2019-07-20,United States,South,North Carolina,Rocky Mount,27801,400000,60000
2114,Doctor Paige Mason,Corporate,Single,Female,1998-02-05,2015-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2114,HSB_Lifeclaim_13579,5000,Quarterly,2015-01-01,2037-12-27,2018-04-01,2018-04-11,US,South,Virginia,Norfolk,23518,500000,60000
568,Doctor Peter McConnell,Consumer,Single,Female,1988-02-05,2004-12-31,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_568,HSB_Lifeclaim_13579,5000,Quarterly,2004-12-31,2027-12-27,2008-03-31,2008-04-10,United States,South,Mississippi,Columbus,39701,500000,60000
1502,Doctor Renee Huang,Small Business,Single,Female,1995-02-05,2014-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1502,HSB_Jewel_02468,60000,Half Yearly,2014-12-30,2034-12-27,2015-06-30,2015-07-20,United States,South,Florida,Coral Springs,33065,400000,60000
3285,Doctor Ricky Garner,Consumer,Single,Female,1995-02-05,2012-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_3285,HSB_Lifeclaim_13579,5000,Quarterly,2012-01-01,2034-12-27,2015-04-01,2015-04-11,USA,South,Virginia,Herndon,20170,500000,60000
2621,Doctor Robyn Hayes,Corporate,Single,Female,1993-02-05,2010-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_2621,HSB_Lifeclaim_13579,5000,Quarterly,2010-01-01,2032-12-27,2013-04-01,2013-04-11,US,South,Tennessee,Brentwood,37027,500000,60000
2787,Doctor Rodney Kearney,Consumer,Single,Female,1992-02-05,2011-12-29,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_2787,HSB_Jewel_02468,60000,Half Yearly,2011-12-29,2031-12-27,2012-06-29,2012-07-19,United States,South,Louisiana,Metairie,70003,400000,60000
1267,Doctor Rosemary Branch,Corporate,Single,Female,1993-02-05,2012-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1267,HSB_Jewel_02468,60000,Half Yearly,2012-12-30,2032-12-27,2013-06-30,2013-07-20,USA,South,Florida,Boca Raton,33433,400000,60000
1719,Doctor Russell W Melton,Corporate,Single,Female,1994-02-05,2013-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1719,HSB_Jewel_02468,60000,Half Yearly,2013-12-30,2033-12-27,2014-06-30,2014-07-20,USA,South,Alabama,Northport,35473,400000,60000
1910,Doctor Sean Stephenson,Home Office,Single,Female,1991-02-05,2008-01-01,,13579.0,Mediclaim,Related to Life or Personal Claim,13579_1910,HSB_Lifeclaim_13579,5000,Quarterly,2008-01-01,2030-12-27,2011-04-01,2011-04-11,US,South,Georgia,Peachtree City,30269,500000,60000
1711,Doctor Sharon Long,Corporate,Single,Female,1986-12-07,2003-12-31,,98765.0,Auto,Related to 4 wheelers or 3 wheelers or 2 wheelers Claims,98765_1711,HSB_Auto_98765,2000,Monthly,2003-12-31,2026-12-27,2007-01-31,2007-03-02,United States,South,Georgia,Marietta,30062,200000,72000
1574,Doctor Sherry Hurley,Consumer,Single,Female,1989-02-05,2008-12-30,,2468.0,Mortgages,"Related to Ornaments, Property Claim",02468_1574,HSB_Jewel_02468,60000,Half Yearly,2008-12-30,2028-12-27,2009-06-30,2009-07-20,United States,South,North Carolina,Fayetteville,28314,400000,60000
